,COMMAND_Sym_Link,url,CMD_MD5SUM,CMD_SHA256SUM,ORIGINAL_FILE_NAME,FILE_NAME,SAMPLE_FLUID_TYPE,BATCH,FULL_REDCAP_ID,,PRIVATE_ID,visit_number,visit_interval,Type,MODE,body_site,fma_body_site,format,visit_id,SAMPLE_PARENT_ID,SAMPLE_PARENT_OSDF_ID,sample_name_id,rand_subject_id,CONSENTED?,interval,sub-study,tags,storage_duration,comment,title,center,sequencing_contact,experiment_type,study,prep_id,md5,size,sha256
279,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_02_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_neg.mzXML,Plasma_B2_1636-69-048_V2_RPLC_neg.mzXML,Plasma_B2_ZY1ZKJY_02_RPLC_neg.mzXML,Plasma,B2,1636-69-048,2,69-048-02,2,49,RPLC,neg,blood,FMA:7842,mzXML,ZY1ZKJY-02_2_49,ZY1ZKJY-02_blood,#N/A,Plasma_B2_ZY1ZKJY_02_RPLC_neg,ZY1ZKJY,TRUE,49,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,f36e1e83c14ec96f13a9e3652355be72,48447520,164b94a98007c9ca6b44074986683b74e96a1234025dd19195bb96131e5dd3e4
280,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_02_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V2_RPLC_pos.mzXML,Plasma_B2_1636-69-048_V2_RPLC_pos.mzXML,Plasma_B2_ZY1ZKJY_02_RPLC_pos.mzXML,Plasma,B2,1636-69-048,2,69-048-02,2,49,RPLC,pos,blood,FMA:7842,mzXML,ZY1ZKJY-02_2_49,ZY1ZKJY-02_blood,#N/A,Plasma_B2_ZY1ZKJY_02_RPLC_pos,ZY1ZKJY,TRUE,49,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,0871498e413526e7e0397fad78a8a366,56815346,cae22591455d20a4d99905c7751521b4bbf40123c1b1049bc778d49f9cfd07bb
281,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_03_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_neg.mzXML,Plasma_B2_1636-69-048_V3_HILIC_neg.mzXML,Plasma_B2_ZY1ZKJY_03_HILIC_neg.mzXML,Plasma,B2,1636-69-048,3,69-048-03,3,152,HILIC,neg,blood,FMA:7842,mzXML,ZY1ZKJY-03_3_152,ZY1ZKJY-03_blood,#N/A,Plasma_B2_ZY1ZKJY_03_HILIC_neg,ZY1ZKJY,TRUE,152,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,eb4b6e47aad824168b89f924144c05af,42643701,6dac39e7787811e429769f6c0b14a33e50f34a4e2e14d24f0983c073343f0449
282,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_03_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_HILIC_pos.mzXML,Plasma_B2_1636-69-048_V3_HILIC_pos.mzXML,Plasma_B2_ZY1ZKJY_03_HILIC_pos.mzXML,Plasma,B2,1636-69-048,3,69-048-03,3,152,HILIC,pos,blood,FMA:7842,mzXML,ZY1ZKJY-03_3_152,ZY1ZKJY-03_blood,#N/A,Plasma_B2_ZY1ZKJY_03_HILIC_pos,ZY1ZKJY,TRUE,152,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b235e39adf351fc458c8ec71010a5577,53630598,2089b3d344849434fccc7a351f50123f9ebfeb174494a65d7043e4fcbe0c1dec
283,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_03_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_neg.mzXML,Plasma_B2_1636-69-048_V3_RPLC_neg.mzXML,Plasma_B2_ZY1ZKJY_03_RPLC_neg.mzXML,Plasma,B2,1636-69-048,3,69-048-03,3,152,RPLC,neg,blood,FMA:7842,mzXML,ZY1ZKJY-03_3_152,ZY1ZKJY-03_blood,#N/A,Plasma_B2_ZY1ZKJY_03_RPLC_neg,ZY1ZKJY,TRUE,152,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,8f068807f4bc1c2c8634b67eb02d440e,48421380,ac5a3fb00fca84c42e91a2f59e7c599dbb0be2d1ae91948a5d4e912858148618
284,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V3_RPLC_pos.mzXML,Plasma_B2_1636-69-048_V3_RPLC_pos.mzXML,Plasma_B2_ZY1ZKJY_03_RPLC_pos.mzXML,Plasma,B2,1636-69-048,3,69-048-03,3,152,RPLC,pos,blood,FMA:7842,mzXML,ZY1ZKJY-03_3_152,ZY1ZKJY-03_blood,#N/A,Plasma_B2_ZY1ZKJY_03_RPLC_pos,ZY1ZKJY,TRUE,152,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,42ab14c001e03429f9d6a35f4609f10d,57144239,08fb77dc8071f45f02a212613265ace8093486a928397af2ed1581258501752e
285,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_04_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_neg.mzXML,Plasma_B2_1636-69-048_V4_HILIC_neg.mzXML,Plasma_B2_ZY1ZKJY_04_HILIC_neg.mzXML,Plasma,B2,1636-69-048,4,69-048-04,8,236,HILIC,neg,blood,FMA:7842,mzXML,ZY1ZKJY-04_8_236,ZY1ZKJY-08_blood,#N/A,Plasma_B2_ZY1ZKJY_04_HILIC_neg,ZY1ZKJY,TRUE,236,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,1833f3d3d4abfa87d28f3fe65c8e0aa7,42335705,042ca07ab32b97769a229280d5ed2ad02c21c28c012c6fd29042f357dab29edf
286,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_04_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_HILIC_pos.mzXML,Plasma_B2_1636-69-048_V4_HILIC_pos.mzXML,Plasma_B2_ZY1ZKJY_04_HILIC_pos.mzXML,Plasma,B2,1636-69-048,4,69-048-04,8,236,HILIC,pos,blood,FMA:7842,mzXML,ZY1ZKJY-04_8_236,ZY1ZKJY-08_blood,#N/A,Plasma_B2_ZY1ZKJY_04_HILIC_pos,ZY1ZKJY,TRUE,236,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,a7af1267a17e6007eda66227c0ef6b10,51148172,190d0883d186d29c992bc2922d93efb11729eae5a4582443425276de5c92c486
287,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_04_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_neg.mzXML,Plasma_B2_1636-69-048_V4_RPLC_neg.mzXML,Plasma_B2_ZY1ZKJY_04_RPLC_neg.mzXML,Plasma,B2,1636-69-048,4,69-048-04,8,236,RPLC,neg,blood,FMA:7842,mzXML,ZY1ZKJY-04_8_236,ZY1ZKJY-08_blood,#N/A,Plasma_B2_ZY1ZKJY_04_RPLC_neg,ZY1ZKJY,TRUE,236,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,636309e937ec904045619b02a11f18d1,47240605,ce1facdfae78f355523c7355e9ba6b8d5720b5fd67a569bfff57fc7b07a97794
288,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZY1ZKJY_04_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-048_V4_RPLC_pos.mzXML,Plasma_B2_1636-69-048_V4_RPLC_pos.mzXML,Plasma_B2_ZY1ZKJY_04_RPLC_pos.mzXML,Plasma,B2,1636-69-048,4,69-048-04,8,236,RPLC,pos,blood,FMA:7842,mzXML,ZY1ZKJY-04_8_236,ZY1ZKJY-08_blood,#N/A,Plasma_B2_ZY1ZKJY_04_RPLC_pos,ZY1ZKJY,TRUE,236,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,43a27cf95fa6673e8536ee97166645cd,53682000,90ce49d34b0407eb52d078ede17b45b63fc0ff9e03fad47fbc5a6287620cd2ac
289,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_neg.mzXML,Plasma_B2_1636-69-056_V1_HILIC_neg.mzXML,Plasma_B2_ZWHMV5E_01_HILIC_neg.mzXML,Plasma,B2,1636-69-056,1,69-056-01,1,0,HILIC,neg,blood,FMA:7842,mzXML,ZWHMV5E-01_1_0,ZWHMV5E-01_blood,aed6c7330536c3e0dfc966c85c2f74db,Plasma_B2_ZWHMV5E_01_HILIC_neg,ZWHMV5E,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ff05f0d061ae8527e7ac94267468d1fd,42796183,6aabd338d3b3e9282c998938d8d2bb6ec191b981a879e84c66b61b00dc91de0f
290,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_HILIC_pos.mzXML,Plasma_B2_1636-69-056_V1_HILIC_pos.mzXML,Plasma_B2_ZWHMV5E_01_HILIC_pos.mzXML,Plasma,B2,1636-69-056,1,69-056-01,1,0,HILIC,pos,blood,FMA:7842,mzXML,ZWHMV5E-01_1_0,ZWHMV5E-01_blood,aed6c7330536c3e0dfc966c85c2f7dea,Plasma_B2_ZWHMV5E_01_HILIC_pos,ZWHMV5E,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,1d489a7b5a2d67c0debae2bec4c90a95,50796821,31c5a255fecc2a144ccbfcea0a9cca91832a1bb831192dbbe4babdf0ccd9b459
291,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_01_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_neg.mzXML,Plasma_B2_1636-69-056_V1_RPLC_neg.mzXML,Plasma_B2_ZWHMV5E_01_RPLC_neg.mzXML,Plasma,B2,1636-69-056,1,69-056-01,1,0,RPLC,neg,blood,FMA:7842,mzXML,ZWHMV5E-01_1_0,ZWHMV5E-01_blood,aed6c7330536c3e0dfc966c85c2f8bbb,Plasma_B2_ZWHMV5E_01_RPLC_neg,ZWHMV5E,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,9a39d8b3d39bb2ec54564ed598135c22,48419932,0945f1dd490a4b56cca29d4e4c47554e71623ceb738f4e9d3a4486ebab0bf9e8
292,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_01_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V1_RPLC_pos.mzXML,Plasma_B2_1636-69-056_V1_RPLC_pos.mzXML,Plasma_B2_ZWHMV5E_01_RPLC_pos.mzXML,Plasma,B2,1636-69-056,1,69-056-01,1,0,RPLC,pos,blood,FMA:7842,mzXML,ZWHMV5E-01_1_0,ZWHMV5E-01_blood,aed6c7330536c3e0dfc966c85c2f9089,Plasma_B2_ZWHMV5E_01_RPLC_pos,ZWHMV5E,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ad9adb576eece8d539f5fc1d394c8b9f,55873229,2e87714df6d1647f2b55a98b3fe895fddfd9399594b3e6e28d52df0114837766
293,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_02_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_neg.mzXML,Plasma_B2_1636-69-056_V2_HILIC_neg.mzXML,Plasma_B2_ZWHMV5E_02_HILIC_neg.mzXML,Plasma,B2,1636-69-056,2,69-056-02,2,112,HILIC,neg,blood,FMA:7842,mzXML,ZWHMV5E-02_2_112,ZWHMV5E-02_blood,aed6c7330536c3e0dfc966c85c2f9f04,Plasma_B2_ZWHMV5E_02_HILIC_neg,ZWHMV5E,TRUE,112,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,acc70100d3c1cdedda73e819e507ef8f,42481136,bab586c5831c5d89e53dadb85d5e2252efdb2c37485e1d733b36cc719a31ec32
294,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_02_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_HILIC_pos.mzXML,Plasma_B2_1636-69-056_V2_HILIC_pos.mzXML,Plasma_B2_ZWHMV5E_02_HILIC_pos.mzXML,Plasma,B2,1636-69-056,2,69-056-02,2,112,HILIC,pos,blood,FMA:7842,mzXML,ZWHMV5E-02_2_112,ZWHMV5E-02_blood,aed6c7330536c3e0dfc966c85c2fa0a0,Plasma_B2_ZWHMV5E_02_HILIC_pos,ZWHMV5E,TRUE,112,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,cd5959d9621f4d6c8d77164ff66105ab,52469741,b589c9016c6c7cbeaf4b5bc1cdf1a06fba573075f32f271889b0d71f876085f1
295,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_02_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_neg.mzXML,Plasma_B2_1636-69-056_V2_RPLC_neg.mzXML,Plasma_B2_ZWHMV5E_02_RPLC_neg.mzXML,Plasma,B2,1636-69-056,2,69-056-02,2,112,RPLC,neg,blood,FMA:7842,mzXML,ZWHMV5E-02_2_112,ZWHMV5E-02_blood,aed6c7330536c3e0dfc966c85c2fb029,Plasma_B2_ZWHMV5E_02_RPLC_neg,ZWHMV5E,TRUE,112,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,0529def0def6fdd4862dedc3248e4407,48401906,49b21dd614c5659b7a175b29ae02e9021b380a94b0a1959a805bd9c36cd1c02b
296,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_02_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V2_RPLC_pos.mzXML,Plasma_B2_1636-69-056_V2_RPLC_pos.mzXML,Plasma_B2_ZWHMV5E_02_RPLC_pos.mzXML,Plasma,B2,1636-69-056,2,69-056-02,2,112,RPLC,pos,blood,FMA:7842,mzXML,ZWHMV5E-02_2_112,ZWHMV5E-02_blood,aed6c7330536c3e0dfc966c85c2fb2e8,Plasma_B2_ZWHMV5E_02_RPLC_pos,ZWHMV5E,TRUE,112,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,368a82efb08ed56c7c6dca83595d3cdc,55272026,642cb595cada2bed3caf03739848a40ee643f7e3531228de4f5bed7c123cfac8
297,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_03_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_neg.mzXML,Plasma_B2_1636-69-056_V3_HILIC_neg.mzXML,Plasma_B2_ZWHMV5E_03_HILIC_neg.mzXML,Plasma,B2,1636-69-056,3,69-056-03,3,230,HILIC,neg,blood,FMA:7842,mzXML,ZWHMV5E-03_3_230,ZWHMV5E-03_blood,aed6c7330536c3e0dfc966c85c2fbbf8,Plasma_B2_ZWHMV5E_03_HILIC_neg,ZWHMV5E,TRUE,230,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,7493d964de80bb6d32acbaa7e9335cd1,42284244,4ba1a545fe8847e18fdbed1bb54d620cd90c38a52fb27795da3b49ca30330ede
298,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_03_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_HILIC_pos.mzXML,Plasma_B2_1636-69-056_V3_HILIC_pos.mzXML,Plasma_B2_ZWHMV5E_03_HILIC_pos.mzXML,Plasma,B2,1636-69-056,3,69-056-03,3,230,HILIC,pos,blood,FMA:7842,mzXML,ZWHMV5E-03_3_230,ZWHMV5E-03_blood,aed6c7330536c3e0dfc966c85c2fc76e,Plasma_B2_ZWHMV5E_03_HILIC_pos,ZWHMV5E,TRUE,230,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,dbab4058fe3a0ea8bd516cd3339feb17,52598757,395aac02dc849a6dfe80f1d637229ee25165dea854b72bb684bb319b9e775165
